2025-11-24 17:14:31 | alexey_kozak | Q: Привет | A: Привет-привет! | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-27 20:25:50 | alexey_kozak | Q: Хиккадува | A: В Сеуле популярны торговые улицы Myeongdong и Dongdaemun. | Tag: shopping | Prob: 1.00 | Type: high_conf (city_response)
2025-11-27 20:33:28 | alexey_kozak | Q: ПРивет! | A: Здравствуйте! Куда планируете поехать? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-27 20:33:31 | alexey_kozak | Q: Где поужинать в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 0.93 | Type: high_conf
2025-11-27 20:33:39 | alexey_kozak | Q: Какая погода в Сингапуре сейчас? | A: В Сингапуре влажный тропический климат, дождь возможен круглый год, лучше с декабря по июнь для меньше осадков. | Tag: weather_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:33:47 | alexey_kozak | Q: Где поменять деньги в Бангкоке? | A: В Бангкоке обмен удобен в Siam и Sukhumvit, избегайте уличных обменников. | Tag: currency_exchange | Prob: 1.00 | Type: high_conf
2025-11-27 20:33:58 | alexey_kozak | Q: Что стоит посмотреть в Сеуле? | A: В Сеуле обязательно посмотрите дворец Gyeongbokgung и N Seoul Tower. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-27 20:34:09 | alexey_kozak | Q: Где лучше жить на Фукуоке? | A: На Фукуоке популярны отели на пляже Long Beach и в Дуонг Донг. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:34:18 | alexey_kozak | Q: Такси в Бали ночью безопасно? | A: На Бали такси Grab или арендованный автомобиль наиболее удобны. | Tag: taxi_service | Prob: 1.00 | Type: high_conf
2025-11-27 20:34:25 | alexey_kozak | Q: Что купить в Токио в подарок? | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 20:34:39 | alexey_kozak | Q: Где поесть? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: unknown | Prob: 1.00 | Type: unknown
2025-11-27 20:34:59 | alexey_kozak | Q: Так где лучше отели? | A: Уточните, в каком городе вас интересует это? | Tag: hotel_info | Prob: 0.94 | Type: clarification
2025-11-27 20:35:05 | alexey_kozak | Q: Хиккадува | A: На Бали рекомендуются виллы в Убуде и Куте. | Tag: hotel_info | Prob: 1.00 | Type: city_response
2025-11-27 20:35:37 | alexey_kozak | Q: Мне нужна экскурсия, думаю про Бали | A: Пожалуйста, уточните ваш запрос. | Tag: unknown | Prob: 0.51 | Type: clarification
2025-11-27 20:35:43 | alexey_kozak | Q: Хотелось бы активностей, но пока без выбора города | A: Счастливого путешествия! | Tag: goodbye | Prob: 1.00 | Type: high_conf
2025-11-27 20:35:48 | alexey_kozak | Q: Рассмотри Пхукет, что там по экскурсиям? | A: На Пхукете советую пляжи Патонг и Старый город Пхукета. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-27 20:35:55 | alexey_kozak | Q: Перелёт в Сингапур — сложно ли? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: unknown | Prob: 0.80 | Type: unknown
2025-11-27 20:36:01 | alexey_kozak | Q: Где лучше ночная жизнь: Хиккадува или Бангкок? (бот должен выбрать город, который присутствует в базе) | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.55 | Type: clarification
2025-11-27 20:36:10 | alexey_kozak | Q: Где лучше ночная жизнь: Хиккадува или Бангкок? | A: В Бангкоке попробуйте клубы на Khao San Road и RCA. | Tag: nightlife | Prob: 0.94 | Type: high_conf
2025-11-27 20:36:19 | alexey_kozak | Q: Нужна ли виза в Сеул? | A: В Южную Корею (Сеул) россиянам нужна виза для краткосрочного пребывания, можно оформить электронно через консульство. | Tag: visa_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:36:26 | alexey_kozak | Q: Правила въезда Бангкок | A: Можете уточнить, что именно вас интересует? | Tag: shopping | Prob: 0.44 | Type: clarification
2025-11-27 20:36:38 | alexey_kozak | Q: Хочу на Пхукет, нужна виза? | A: В Таиланд (Бангкок, Пхукет) россияне могут находиться без визы до 30 дней при условии прилёта самолётом и наличия обратного билета. | Tag: visa_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:36:45 | alexey_kozak | Q: Сингапур — въезд россиянам? | A: В Сингапуре интересны Marina Bay Sands и Gardens by the Bay. | Tag: attractions | Prob: 0.97 | Type: high_conf
2025-11-27 20:36:51 | alexey_kozak | Q: Бали, визовые требования | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: clarification | Prob: 0.95 | Type: unknown
2025-11-27 20:37:00 | alexey_kozak | Q: excursions | A: Можете уточнить, что именно вас интересует? | Tag: goodbye | Prob: 0.27 | Type: clarification
2025-11-27 20:37:09 | alexey_kozak | Q: Дай советы насчёт транспорта в Токио | A: Берите удобную обувь и легкую одежду. | Tag: travel_tips | Prob: 1.00 | Type: high_conf
2025-11-27 20:37:16 | alexey_kozak | Q: Где потусить ночью? | A: В Сеуле ночные клубы в районе Gangnam и Itaewon. | Tag: nightlife | Prob: 1.00 | Type: high_conf
2025-11-27 20:37:24 | alexey_kozak | Q: В Бангкоке где ночная жизнь 🔥? | A: В Бангкоке попробуйте клубы на Khao San Road и RCA. | Tag: nightlife | Prob: 1.00 | Type: high_conf
2025-11-27 20:37:31 | alexey_kozak | Q: А если дождь в Фукуоке — что делать? | A: На Фукуоке доступны снорклинг, пляжные прогулки, рыбалка и посещение плантаций перца. | Tag: activities | Prob: 1.00 | Type: high_conf
2025-11-27 20:52:56 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Уточните город 🌍 | Tag: shopping | Prob: 1.00 | Type: clarification
2025-11-27 20:53:00 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: В Хиккадуве много рынков с чаем, специями и сувенирами на Galle Road. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 20:53:05 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Уточните город 🌍 | Tag: shopping | Prob: 1.00 | Type: clarification
2025-11-27 20:53:09 | alexey_kozak | Q: Хиккадува | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf (city_response)
2025-11-27 20:53:26 | alexey_kozak | Q: Где поесть в Хиккадува? | A: В Сеуле попробуйте корейское барбекю и Bibimbap. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-27 21:14:53 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: На Фукуоке можно купить сувениры в ночном рынке Dinh Cau. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:22:17 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:30:42 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: В Токио советую район Ginza и Shibuya для шоппинга. В городе Хиккадува. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:31:01 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: В Токио советую район Ginza и Shibuya для шоппинга. В городе Хиккадува. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:37:08 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:41:42 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: В Хиккадуве много рынков с чаем, специями и сувенирами на Galle Road. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:42:01 | alexey_kozak | Q: Где поесть? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: unknown | Prob: 1.00 | Type: unknown
2025-11-27 21:42:30 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: В Хиккадуве много рынков с чаем, специями и сувенирами на Galle Road. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:44:14 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: На Пхукете лучшие магазины в центре Патонга и Jungceylon. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:48:58 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:49:01 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:49:03 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:49:06 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:52:19 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Уточните, в каком городе вас интересует это? | Tag: shopping | Prob: 1.00 | Type: clarification
2025-11-27 21:52:25 | alexey_kozak | Q: Хиккадува | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.37 | Type: clarification
2025-11-27 21:52:31 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 21:54:35 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: В Бангкоке рекомендуются MBK Center и Siam Paragon. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 22:01:54 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 22:02:49 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 22:11:58 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:16:52 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:27:39 | alexey_kozak | Q: Привет! | A: Здравствуйте! Куда планируете поехать? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-28 10:27:45 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:28:38 | alexey_kozak | Q: Хиккадува | A: Пожалуйста, уточните ваш запрос. | Tag: hotel_info | Prob: 0.37 | Type: clarification
2025-11-28 10:29:05 | alexey_kozak | Q: Где обменять валюту в Токио? | A: В Токио обмен валют удобен в районе Ginza и Shinjuku — банки и лицензированные обменники. | Tag: currency_exchange | Prob: 1.00 | Type: high_conf
2025-11-28 10:29:20 | alexey_kozak | Q: Когда лучше ехать в Сеул? | A: В Сеуле весна и осень — сухой и комфортный период, лето жаркое и дождливое. | Tag: weather_info | Prob: 1.00 | Type: high_conf
2025-11-28 10:29:37 | alexey_kozak | Q: Хиккадува магазины | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:29:49 | alexey_kozak | Q: Шоппинг в Хиккадуве | A: Могу подсказать шоппинг в популярных городах Азии. Уточните, какой город вас интересует. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 10:29:56 | alexey_kozak | Q: Купить вещи в Токио | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 10:35:46 | alexey_kozak | Q: Привет | A: Привет-привет! | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-28 10:35:51 | alexey_kozak | Q: Купить вещи в Токио | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 10:35:57 | alexey_kozak | Q: Где купить сувениры в Хиккадува? | A: В Хиккадува много рынков с чаем, специями и сувенирами на Galle Road. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:36:40 | alexey_kozak | Q: Какие магазины с чаем есть в Токио? | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:36:47 | alexey_kozak | Q: Посоветуй, где делать шоппинг в Бали. | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 0.96 | Type: high_conf
2025-11-28 10:36:53 | alexey_kozak | Q: Магазины специй в Сингапуре? | A: В Сингапуре торговые центры Orchard Road и Marina Bay Sands. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 10:37:07 | alexey_kozak | Q: Где поесть в Хиккадува? | A: В Хиккадува попробуйте карри, свежий тунец и кафе на пляже Narigama. | Tag: restaurants | Prob: 1.00 | Type: city_response
2025-11-28 10:37:15 | alexey_kozak | Q: Рестораны в Сеуле рядом с метро. | A: В Сеуле попробуйте корейское барбекю и Bibimbap. | Tag: restaurants | Prob: 1.00 | Type: city_response
2025-11-28 10:37:22 | alexey_kozak | Q: Кафе с местной кухней на Фукуоке. | A: На Фукуоке популярна свежая рыба и уличная еда в Дуонг Донг. | Tag: restaurants | Prob: 1.00 | Type: city_response
2025-11-28 10:37:27 | alexey_kozak | Q: Посоветуй где вкусно поесть в Бангкоке. | A: В Бангкоке популярны уличные рынки с тайской едой. | Tag: restaurants | Prob: 1.00 | Type: city_response
2025-11-28 11:03:08 | alexey_kozak | Q: Какие отели есть в Хиккадува? | A: В Хиккадува лучшие варианты у пляжа Narigama и Turtle Beach. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 11:03:14 | alexey_kozak | Q: Гостиница рядом с пляжем на Бали. | A: На Бали рекомендуются виллы в Убуде и Куте. | Tag: hotel_info | Prob: 1.00 | Type: city_response
2025-11-28 11:03:28 | alexey_kozak | Q: Ночлег в Сингапуре недорого. | A: Пожалуйста, уточните ваш запрос. | Tag: transport_info | Prob: 0.20 | Type: clarification
2025-11-28 11:03:35 | alexey_kozak | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 11:03:43 | alexey_kozak | Q: Что посмотреть в Хиккадува? | A: В Хиккадува — центр черепах, коралловый риф, пляж Narigama, форт Галле (30 мин). | Tag: attractions | Prob: 1.00 | Type: city_response
2025-11-28 11:03:49 | alexey_kozak | Q: Интересные места в Сеуле. | A: В Сеуле обязательно посмотрите дворец Gyeongbokgung и N Seoul Tower. | Tag: attractions | Prob: 1.00 | Type: city_response
2025-11-28 11:03:55 | alexey_kozak | Q: Какие достопримечательности на Фукуоке. | A: На Фукуоке рекомендуются пляжи Long Beach и ночной рынок Dinh Cau. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-28 11:04:02 | alexey_kozak | Q: Места для туриста в Бали. | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 1.00 | Type: city_response
2025-11-28 11:04:09 | alexey_kozak | Q: Как добраться в Хиккадува? | A: Уточните город, чтобы я мог подсказать транспортные варианты. | Tag: transport_info | Prob: 1.00 | Type: city_response
2025-11-28 11:04:19 | alexey_kozak | Q: Хиккадува | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.37 | Type: clarification
2025-11-28 11:04:26 | alexey_kozak | Q: Метро в Токио. | A: В Токио удобно использовать JR Line и метро. | Tag: transport_info | Prob: 1.00 | Type: city_response
2025-11-28 11:04:31 | alexey_kozak | Q: Поездка на такси в Сингапуре. | A: В Сингапуре эффективно метро MRT и автобусы. | Tag: transport_info | Prob: 1.00 | Type: city_response
2025-11-28 11:04:37 | alexey_kozak | Q: Как перемещаться по Бангкоку? | A: В Бангкоке удобно пользоваться BTS Skytrain и такси. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-28 11:04:44 | alexey_kozak | Q: Чем заняться в Хиккадува? | A: В Хиккадува популярны занятия серфингом, снорклинг, наблюдение за морской жизнью и морские прогулки. | Tag: activities | Prob: 1.00 | Type: city_response
2025-11-28 11:04:50 | alexey_kozak | Q: Развлечения для детей в Сеуле. | A: В Сеуле интересны дворцы, рынки, музеи, катание на канатной дороге Namsan и уличная еда. | Tag: activities | Prob: 1.00 | Type: city_response
2025-11-28 11:04:56 | alexey_kozak | Q: Активности на Бали. | A: На Бали рекомендуются серфинг, йога-ретриты, экскурсии по храмам и рисовым террасам, водные виды спорта. | Tag: activities | Prob: 1.00 | Type: high_conf
2025-11-28 11:05:02 | alexey_kozak | Q: Что делать на Фукуоке вечером? | A: На Фукуоке доступны снорклинг, пляжные прогулки, рыбалка и посещение плантаций перца. | Tag: activities | Prob: 1.00 | Type: high_conf
2025-11-28 11:05:07 | alexey_kozak | Q: Какая погода в Хиккадува сегодня? | A: В Хиккадува лучший сезон — ноябрь-апрель, море спокойное, минимум дождей. | Tag: weather_info | Prob: 1.00 | Type: city_response
2025-11-28 11:05:13 | alexey_kozak | Q: Климат на Фукуоке в декабре. | A: На Фукуоке сухой сезон с ноября по март, дождливый период с мая по октябрь. | Tag: weather_info | Prob: 1.00 | Type: city_response
2025-11-28 11:05:20 | alexey_kozak | Q: Сезон дождей в Сингапуре. | A: В Сингапуре влажный тропический климат, дождь возможен круглый год, лучше с декабря по июнь для меньше осадков. | Tag: weather_info | Prob: 1.00 | Type: city_response
2025-11-28 11:05:31 | alexey_kozak | Q: Погода на Бали в январе. | A: На Бали сухой сезон с апреля по октябрь, сезон дождей с ноября по март. | Tag: weather_info | Prob: 1.00 | Type: city_response
2025-11-28 11:05:41 | alexey_kozak | Q: Кто победил в последнем матче Лиги Чемпионов? | A: Можете уточнить, что именно вас интересует? | Tag: attractions | Prob: 0.31 | Type: clarification
2025-11-28 11:05:49 | alexey_kozak | Q: Расскажи анекдот про котов. | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: unknown | Prob: 1.00 | Type: unknown
2025-11-28 11:05:55 | alexey_kozak | Q: Какая планета самая большая? | A: Можете уточнить, что именно вас интересует? | Tag: unknown | Prob: 0.23 | Type: clarification
2025-11-28 11:06:04 | alexey_kozak | Q: Как приготовить лазанью? | A: Уточните, в каком городе вас интересует это? | Tag: transport_info | Prob: 0.99 | Type: clarification
2025-11-28 11:22:22 | alexey_kozak | Q: Как добраться в Хиккадува? | A: Уточните город, чтобы я мог подсказать транспортные варианты. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-28 11:22:29 | alexey_kozak | Q: Хиккадува | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.37 | Type: clarification
2025-11-28 11:24:03 | alexey_kozak | Q: Как добраться в Хиккадува? | A: В Хиккадува удобно доехать поездом из Коломбо (~2ч), внутри города — тук-тук/скутер. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-28 11:30:14 | alexey_kozak | Q: а | A: Можете уточнить, что именно вас интересует? | Tag: unknown | Prob: 0.58 | Type: clarification
2025-11-28 11:30:23 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: В Хиккадува много рынков с чаем, специями и сувенирами на Galle Road. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 11:30:33 | alexey_kozak | Q: Где поесть? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: unknown | Prob: 1.00 | Type: high_conf
2025-11-28 11:30:58 | alexey_kozak | Q: Где купить сувениры в Хиккадуве? | A: В Хиккадува много рынков с чаем, специями и сувенирами на Galle Road. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 11:31:05 | alexey_kozak | Q: Какие рестораны есть в Коломбо? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 1.00 | Type: clarification
2025-11-28 11:32:14 | alexey_kozak | Q: Шоппинг на Бали | A: На Бали советую кафе с балийской кухней в Убуде и Семиньяке. | Tag: restaurants | Prob: 1.00 | Type: city_response
2025-11-28 11:32:20 | alexey_kozak | Q: Лучшие магазины? | A: Уточните, в каком городе вас интересует это? | Tag: shopping | Prob: 1.00 | Type: clarification
2025-11-28 11:32:25 | alexey_kozak | Q: Бали | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: city_response
2025-11-28 11:36:14 | alexey_kozak | Q: Шоппинг на Бали | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 11:56:56 | alexey_kozak | Q: Шоппинг на Бали | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 11:57:08 | alexey_kozak | Q: Магазины в Токио | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 11:57:13 | alexey_kozak | Q: Где купить сувениры на Фукуоке? | A: На Фукуоке можно купить сувениры в ночном рынке Dinh Cau. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:06:08 | alexey_kozak | Q: Где поесть в Сеуле? | A: Можете уточнить, что именно вас интересует? | Tag: unknown | Prob: 0.50 | Type: clarification
2025-11-28 12:06:32 | alexey_kozak | Q: Где поесть в Сеуле | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: unknown | Prob: 0.87 | Type: high_conf
2025-11-28 12:06:40 | alexey_kozak | Q: Где поесть в Сеуле | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: unknown | Prob: 0.87 | Type: high_conf
2025-11-28 12:11:17 | alexey_kozak | Q: Где поесть в Сеуле | A: В Сеуле попробуйте корейское барбекю и Bibimbap. | Tag: unknown | Prob: 0.87 | Type: high_conf
2025-11-28 12:11:27 | alexey_kozak | Q: Шоппинг на Бали | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:11:33 | alexey_kozak | Q: Магазины в Токио | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:11:38 | alexey_kozak | Q: Где купить сувениры на Фукуоке? | A: На Фукуоке можно купить сувениры в ночном рынке Dinh Cau. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:11:44 | alexey_kozak | Q: Где поесть в Сеуле? | A: Пожалуйста, уточните ваш запрос. | Tag: unknown | Prob: 0.50 | Type: clarification
2025-11-28 12:11:49 | alexey_kozak | Q: Где поесть в Сеуле | A: В Сеуле попробуйте корейское барбекю и Bibimbap. | Tag: unknown | Prob: 0.87 | Type: high_conf
2025-11-28 12:11:56 | alexey_kozak | Q: Лучшие кафе на Бали | A: На Бали советую кафе с балийской кухней в Убуде и Семиньяке. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-28 12:12:02 | alexey_kozak | Q: Рестораны в Бангкоке | A: Можете уточнить, что именно вас интересует? | Tag: restaurants | Prob: 1.00 | Type: clarification
2025-11-28 12:12:11 | alexey_kozak | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:12:15 | alexey_kozak | Q: Фукуок отель | A: На Фукуоке популярны отели на пляже Long Beach и в Дуонг Донг. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:12:20 | alexey_kozak | Q: Бали вилла | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: thanks | Prob: 0.23 | Type: unknown
2025-11-28 12:17:01 | alexey_kozak | Q: Шоппинг на Бали | A: На Бали популярны рынки Убуда и магазины в Семиньяке. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:17:08 | alexey_kozak | Q: Магазины в Токио | A: В Токио советую район Ginza и Shibuya для шоппинга. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:17:14 | alexey_kozak | Q: Где купить сувениры на Фукуоке? | A: На Фукуоке можно купить сувениры в ночном рынке Dinh Cau. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-28 12:17:20 | alexey_kozak | Q: Где поесть в Сеуле? | A: В Сеуле попробуйте корейское барбекю и Bibimbap. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-28 12:17:52 | alexey_kozak | Q: Лучшие кафе на Бали | A: На Бали советую кафе с балийской кухней в Убуде и Семиньяке. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-28 12:18:05 | alexey_kozak | Q: Рестораны в Бангкоке | A: В Бангкоке популярны уличные рынки с тайской едой. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-28 12:19:25 | alexey_kozak | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:19:31 | alexey_kozak | Q: Фукуок отель | A: На Фукуоке популярны отели на пляже Long Beach и в Дуонг Донг. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:19:37 | alexey_kozak | Q: Бали вилла | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: unknown | Prob: 1.00 | Type: high_conf
2025-11-28 12:20:57 | alexey_kozak | Q: Бали отель | A: На Бали рекомендуются виллы в Убуде и Куте. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:08 | alexey_kozak | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:14 | alexey_kozak | Q: Достопримечательности в Сингапуре | A: В Сингапуре интересны Marina Bay Sands и Gardens by the Bay. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:20 | alexey_kozak | Q: Что интересного в Бангкоке? | A: В Бангкоке рекомендуются храмы Wat Pho и Grand Palace. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:30 | alexey_kozak | Q: Как передвигаться по Бангкоку? | A: В Бангкоке удобно пользоваться BTS Skytrain и такси. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:36 | alexey_kozak | Q: Метро в Сингапуре | A: В Сингапуре эффективно метро MRT и автобусы. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:41 | alexey_kozak | Q: Транспорт на Бали | A: На Бали можно арендовать мотоцикл, автомобиль или использовать экскурсионные туры. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-28 12:21:48 | alexey_kozak | Q: Ночная жизнь в Патонге | A: В Хиккадува есть пляжные бары с живой музыкой и тёплая ночная атмосфера. | Tag: nightlife | Prob: 1.00 | Type: high_conf
2025-11-28 12:23:58 | alexey_kozak | Q: Бали вечеринки? | A: На Бали лучшие вечеринки в Куте и Семиньяке. | Tag: nightlife | Prob: 1.00 | Type: high_conf
